Date,SPY
1997-09-19,58.4067
1997-09-22,58.7332
1997-09-23,58.4644
1997-09-24,57.9842
1997-09-25,57.5809
1997-09-26,58.061
1997-09-29,58.618
1997-09-30,58.0034
1997-10-01,58.7717
1997-10-02,59.0982
1997-10-03,59.3959
1997-10-06,59.7896
1997-10-07,60.3466
1997-10-08,59.924
1997-10-09,59.7128
1997-10-10,59.5399
1997-10-13,59.5975
1997-10-14,59.6167
1997-10-15,59.4823
1997-10-16,58.5412
1997-10-17,57.9458
1997-10-20,58.7717
1997-10-21,59.9144
1997-10-22,59.5207
1997-10-23,58.3491
1997-10-24,57.7729
1997-10-27,53.5859
1997-10-28,56.6782
1997-10-29,56.5245
1997-10-30,55.2761
1997-10-31,56.5821
1997-11-03,57.7729
1997-11-04,57.7729
1997-11-05,57.965
1997-11-06,57.7441
1997-11-07,57.1199
1997-11-10,56.7742
1997-11-11,56.7934
1997-11-12,55.6218
1997-11-13,56.4285
1997-11-14,57.1967
1997-11-17,58.2531
1997-11-18,57.8882
1997-11-19,58.1763
1997-11-20,59.0598
1997-11-21,59.4631
1997-11-24,58.3875
1997-11-25,58.5412
1997-11-26,58.714
1997-11-28,58.7717
1997-12-01,60.289
1997-12-02,59.924
1997-12-03,60.0969
1997-12-04,60.0393
1997-12-05,60.8075
1997-12-08,60.6347
1997-12-09,60.2698
1997-12-10,59.7512
1997-12-11,58.7332
1997-12-12,58.8485
1997-12-15,59.4439
1997-12-16,59.8088
1997-12-17,59.5015
1997-12-18,58.9253
1997-12-19,58.4849
1997-12-22,58.8609
1997-12-23,57.81
1997-12-24,57.6364
1997-12-26,57.8678
1997-12-29,59.0055
1997-12-30,59.9311
1997-12-31,59.8925
1998-01-02,60.2011
1998-01-05,60.336
1998-01-06,59.3719
1998-01-07,59.5262
1998-01-08,59.0055
1998-01-09,56.9615
1998-01-12,58.0028
1998-01-13,58.8127
1998-01-14,59.0827
1998-01-15,58.5909
1998-01-16,59.4297
1998-01-20,60.3939
1998-01-21,59.8154
1998-01-22,59.2851
1998-01-23,59.1984
1998-01-26,59.1598
1998-01-27,59.7576
1998-01-28,60.2975
1998-01-29,60.6253
1998-01-30,60.6638
1998-02-02,61.6666
1998-02-03,62.1293
1998-02-04,62.0522
1998-02-05,62.0136
1998-02-06,62.7078
1998-02-09,62.4957
1998-02-10,63.0935
1998-02-11,63.0356
1998-02-12,63.3056
1998-02-13,62.9392
1998-02-17,63.2478
1998-02-18,63.8262
1998-02-19,63.4888
1998-02-20,63.9612
1998-02-23,64.2119
1998-02-24,63.7105
1998-02-25,64.5011
1998-02-26,64.8675
1998-02-27,64.8675
1998-03-02,64.7325
1998-03-03,65.0989
1998-03-04,64.6747
1998-03-05,64.0769
1998-03-06,65.3689
1998-03-09,65.1375
1998-03-10,65.7545
1998-03-11,66.063
1998-03-12,66.333
1998-03-13,66.0824
1998-03-16,66.7958
1998-03-17,66.9886
1998-03-18,67.2393
1998-03-19,67.4128
1998-03-20,67.9933
1998-03-23,67.8386
1998-03-24,68.4187
1998-03-25,68.1673
1998-03-26,68.1287
1998-03-27,67.8386
1998-03-30,67.7999
1998-03-31,68.032
1998-04-01,68.5831
1998-04-02,69.3276
1998-04-03,69.6758
1998-04-06,69.1149
1998-04-07,68.6508
1998-04-08,68.264
1998-04-09,68.8055
1998-04-13,68.6121
1998-04-14,69.1923
1998-04-15,69.3857
1998-04-16,68.5735
1998-04-17,69.4823
1998-04-20,69.463
1998-04-21,69.7917
1998-04-22,69.9852
1998-04-23,69.3083
1998-04-24,68.5735
1998-04-27,67.2778
1998-04-28,67.1811
1998-04-29,67.6452
1998-04-30,68.9022
1998-05-01,69.6758
1998-05-04,69.5017
1998-05-05,69.0182
1998-05-06,68.2061
1998-05-07,67.6646
1998-05-08,68.7668
1998-05-11,68.5348
1998-05-12,69.2696
1998-05-13,69.4437
1998-05-14,69.0956
1998-05-15,68.7088
1998-05-18,68.4381
1998-05-19,68.9022
1998-05-20,69.5597
1998-05-21,69.1149
1998-05-22,68.8442
1998-05-26,67.7419
1998-05-27,67.8386
1998-05-28,68.148
1998-05-29,67.4711
1998-06-01,67.7806
1998-06-02,67.8386
1998-06-03,66.7557
1998-06-04,67.9933
1998-06-05,69.3083
1998-06-08,69.231
1998-06-09,69.4437
1998-06-10,68.9989
1998-06-11,67.7032
1998-06-12,68.3414
1998-06-15,66.5429
1998-06-16,67.5679
1998-06-17,68.9796
1998-06-18,68.6702
1998-06-19,68.3261
1998-06-22,68.6559
1998-06-23,69.4706
1998-06-24,70.4018
1998-06-25,70.2855
1998-06-26,70.5764
1998-06-29,70.8287
1998-06-30,70.3436
1998-07-01,71.1584
1998-07-02,71.2943
1998-07-06,72.012
1998-07-07,71.8762
1998-07-08,72.4
1998-07-09,71.9151
1998-07-10,72.3031
1998-07-13,72.3224
1998-07-14,73.1372
1998-07-15,73.0014
1998-07-16,73.5058
1998-07-17,73.6028
1998-07-20,73.6028
1998-07-21,72.3224
1998-07-22,72.3224
1998-07-23,70.8868
1998-07-24,70.8287
1998-07-27,71.333
1998-07-28,70.1303
1998-07-29,69.8586
1998-07-30,70.9063
1998-07-31,69.393
1998-08-03,69.1021
1998-08-04,66.4249
1998-08-05,67.3367
1998-08-06,67.6277
1998-08-07,67.7441
1998-08-10,67.3561
1998-08-11,66.3473
1998-08-12,67.4725
1998-08-13,66.6577
1998-08-14,65.8817
1998-08-17,67.2785
1998-08-18,68.5201
1998-08-19,68.3455
1998-08-20,67.9381
1998-08-21,67.3949
1998-08-24,67.8217
1998-08-25,67.9769
1998-08-26,67.5889
1998-08-27,64.4073
1998-08-28,64.1745
1998-08-31,59.5962
1998-09-01,62.1181
1998-09-02,61.6719
1998-09-03,61.1869
1998-09-04,60.6825
1998-09-08,63.9417
1998-09-09,62.3897
1998-09-10,61.1481
1998-09-11,63.1269
1998-09-14,64.2133
1998-09-15,64.6013
1998-09-16,65.1833
1998-09-17,63.3209
1998-09-18,63.603
1998-09-21,63.564
1998-09-22,64.0897
1998-09-23,66.6595
1998-09-24,65.0242
1998-09-25,64.9463
1998-09-28,65.5303
1998-09-29,65.3746
1998-09-30,63.3888
1998-10-01,61.5588
1998-10-02,62.7464
1998-10-05,61.4809
1998-10-06,61.4225
1998-10-07,60.5075
1998-10-08,60.1766
1998-10-09,61.3836
1998-10-12,62.2791
1998-10-13,62.065
1998-10-14,62.649
1998-10-15,66.0171
1998-10-16,66.0365
1998-10-19,66.2701
1998-10-20,66.6595
1998-10-21,66.4259
1998-10-22,67.4188
1998-10-23,66.5622
1998-10-26,67.0489
1998-10-27,66.6595
1998-10-28,66.5427
1998-10-29,68.1585
1998-10-30,68.5285
1998-11-02,69.6966
1998-11-03,69.1904
1998-11-04,69.9302
1998-11-05,70.8841
1998-11-06,71.0983
1998-11-09,70.5921
1998-11-10,70.3974
1998-11-11,69.9302
1998-11-12,69.8523
1998-11-13,70.5337
1998-11-16,71.0593
1998-11-17,71.0593
1998-11-18,71.4876
1998-11-19,72.1106
1998-11-20,72.6557
1998-11-23,74.369
1998-11-24,73.9017
1998-11-25,73.9017
1998-11-27,74.4468
1998-11-30,72.3443
1998-12-01,73.2787
1998-12-02,73.0645
1998-12-03,71.8576
1998-12-04,73.746
1998-12-07,74.0964
1998-12-08,73.7654
1998-12-09,73.9017
1998-12-10,72.8212
1998-12-11,72.9672
1998-12-14,70.8647
1998-12-15,72.6947
1998-12-16,72.5973
1998-12-17,73.7557
1998-12-18,74.0691
1998-12-21,75.1043
1998-12-22,75.4364
1998-12-23,77.0186
1998-12-24,76.6865
1998-12-28,76.4912
1998-12-29,77.7022
1998-12-30,77.0772
1998-12-31,77.0772
1999-01-04,76.9013
1999-01-05,77.7804
1999-01-06,79.6555
1999-01-07,79.2649
1999-01-08,79.8509
1999-01-11,79.089
1999-01-12,77.6632
1999-01-13,77.1162
1999-01-14,75.7685
1999-01-15,77.7413
1999-01-19,78.2491
1999-01-20,78.8742
1999-01-21,76.7842
1999-01-22,76.6084
1999-01-25,77.3897
1999-01-26,78.7961
1999-01-27,77.8781
1999-01-28,79.1867
1999-01-29,79.7922
1999-02-01,79.3234
1999-02-02,78.8351
1999-02-03,79.636
1999-02-04,78.4445
1999-02-05,77.546
1999-02-08,77.7022
1999-02-09,75.9638
1999-02-10,76.4521
1999-02-11,78.2101
1999-02-12,77.2725
1999-02-16,76.8037
1999-02-17,76.7256
1999-02-18,77.3311
1999-02-19,77.6632
1999-02-22,79.7337
1999-02-23,79.6946
1999-02-24,78.2882
1999-02-25,77.546
1999-02-26,77.2334
1999-03-01,77.4483
1999-03-02,76.7646
1999-03-03,77.1749
1999-03-04,78.1515
1999-03-05,79.7239
1999-03-08,80.2415
1999-03-09,80.0462
1999-03-10,80.7494
1999-03-11,81.6479
1999-03-12,80.8666
1999-03-15,82.019
1999-03-16,81.7065
1999-03-17,81.3549
1999-03-18,82.6636
1999-03-19,81.2585
1999-03-22,81.4152
1999-03-23,79.0655
1999-03-24,79.5158
1999-03-25,81.141
1999-03-26,80.5536
1999-03-29,82.1788
1999-03-30,81.7481
1999-03-31,80.4361
1999-04-01,81.0432
1999-04-05,82.962
1999-04-06,82.7662
1999-04-07,83.4319
1999-04-08,84.4893
1999-04-09,84.5089
1999-04-12,85.4096
1999-04-13,84.8613
1999-04-14,83.4319
1999-04-15,83.1186
1999-04-16,82.4137
1999-04-19,81.141
1999-04-20,82.1592
1999-04-21,84.5089
1999-04-22,85.3116
1999-04-23,85.0963
1999-04-26,85.5858
1999-04-27,85.997
1999-04-28,84.8221
1999-04-29,84.176
1999-04-30,83.4907
1999-05-03,85.0179
1999-05-04,83.804
1999-05-05,84.4697
1999-05-06,83.9508
1999-05-07,84.5872
1999-05-10,84.1662
1999-05-11,85.0179
1999-05-12,85.6837
1999-05-13,86.0557
1999-05-14,83.8235
1999-05-17,84.0781
1999-05-18,83.9214
1999-05-19,84.5284
1999-05-20,84.0194
1999-05-21,83.5495
1999-05-24,82.1592
1999-05-25,80.8277
1999-05-26,81.7284
1999-05-27,80.5536
1999-05-28,81.5816
1999-06-01,81.2977
1999-06-02,81.376
1999-06-03,81.8264
1999-06-04,83.4711
1999-06-07,83.6865
1999-06-08,82.8641
1999-06-09,82.7858
1999-06-10,82.0221
1999-06-11,81.3368
1999-06-14,81.4152
1999-06-15,81.9634
1999-06-16,83.5298
1999-06-17,84.3131
1999-06-18,84.4105
1999-06-21,84.6069
1999-06-22,84.0177
1999-06-23,83.6052
1999-06-24,82.9768
1999-06-25,82.7706
1999-06-28,83.782
1999-06-29,84.5676
1999-06-30,86.0995
1999-07-01,86.7475
1999-07-02,87.6117
1999-07-06,87.5921
1999-07-07,87.7099
1999-07-08,87.7787
1999-07-09,88.2991
1999-07-12,87.9063
1999-07-13,87.5921
1999-07-14,88.083
1999-07-15,88.6428
1999-07-16,89.1239
1999-07-19,88.5348
1999-07-20,86.7181
1999-07-21,86.6199
1999-07-22,85.4808
1999-07-23,85.3139
1999-07-26,84.6854
1999-07-27,85.3924
1999-07-28,85.6674
1999-07-29,84.4694
1999-07-30,83.4285
1999-08-02,83.6249
1999-08-03,83.2321
1999-08-04,82.093
1999-08-05,82.8393
1999-08-06,81.9359
1999-08-09,81.7592
1999-08-10,80.8557
1999-08-11,81.8377
1999-08-12,81.7886
1999-08-13,83.6838
1999-08-16,84.057
1999-08-17,84.6069
1999-08-18,83.998
1999-08-19,83.3107
1999-08-20,84.1551
1999-08-23,85.7656
1999-08-24,86.0799
1999-08-25,86.9636
1999-08-26,85.9227
1999-08-27,84.8818
1999-08-30,83.3107
1999-08-31,82.9964
1999-09-01,84.0177
1999-09-02,83.0259
1999-09-03,85.4514
1999-09-07,85.1372
1999-09-08,84.7247
1999-09-09,84.6854
1999-09-10,85.3924
1999-09-13,84.8131
1999-09-14,84.2534
1999-09-15,82.9179
1999-09-16,83.2419
1999-09-17,84.2937
1999-09-20,84.1755
1999-09-21,82.403
1999-09-22,82.3095
1999-09-23,80.5911
1999-09-24,80.5123
1999-09-27,81.0441
1999-09-28,80.8865
1999-09-29,79.9215
1999-09-30,81.1425
1999-10-01,80.9653
1999-10-04,82.403
1999-10-05,82.3242
1999-10-06,83.5847
1999-10-07,83.112
1999-10-08,84.3725
1999-10-11,84.2346
1999-10-12,82.9348
1999-10-13,80.788
1999-10-14,80.7683
1999-10-15,78.7004
1999-10-18,79.2715
1999-10-19,80.0396
1999-10-20,80.8274
1999-10-21,81.3001
1999-10-22,81.9894
1999-10-25,81.5758
1999-10-26,80.5517
1999-10-27,82.0091
1999-10-28,84.8058
1999-10-29,86.342
1999-11-01,85.436
1999-11-02,84.8255
1999-11-03,85.3966
1999-11-04,86.0465
1999-11-05,86.8934
1999-11-08,86.9722
1999-11-09,86.1548
1999-11-10,86.795
1999-11-11,87.2873
1999-11-12,88.0751
1999-11-15,88.2819
1999-11-16,89.0204
1999-11-17,89.2174
1999-11-18,89.887
1999-11-19,89.8058
1999-11-22,89.7886
1999-11-23,89.0008
1999-11-24,89.5325
1999-11-26,89.0992
1999-11-29,88.8235
1999-11-30,87.8486
1999-12-01,88.4887
1999-12-02,89.0204
1999-12-03,90.6551
1999-12-06,89.9855
1999-12-07,89.2568
1999-12-08,88.6857
1999-12-09,89.1189
1999-12-10,89.4143
1999-12-13,89.5719
1999-12-14,88.7053
1999-12-15,89.1682
1999-12-16,89.5719
1999-12-17,90.1471
1999-12-20,89.4956
1999-12-21,90.8579
1999-12-22,91.0948
1999-12-23,92.5459
1999-12-27,92.4176
1999-12-28,92.3584
1999-12-29,92.7532
1999-12-30,92.6446
1999-12-31,92.7927
2000-01-03,91.8845
2000-01-04,88.2913
2000-01-05,88.4492
2000-01-06,87.0277
2000-01-07,92.082
2000-01-10,92.3979
2000-01-11,91.1738
2000-01-12,90.3841
2000-01-13,91.6081
2000-01-14,92.852
2000-01-18,92.1215
2000-01-19,92.3979
2000-01-20,91.4502
2000-01-21,91.2528
2000-01-24,88.6664
2000-01-25,89.6733
2000-01-26,88.9626
2000-01-27,88.6072
2000-01-28,85.8431
2000-01-31,88.2123
2000-02-01,89.0415
2000-02-02,89.1205
2000-02-03,90.463
2000-02-04,90.0879
2000-02-07,89.9497
2000-02-08,91.1738
2000-02-09,89.2587
2000-02-10,89.4364
2000-02-11,87.62
2000-02-14,88.1333
2000-02-15,89.1403
2000-02-16,87.8174
2000-02-17,87.3633
2000-02-18,85.4878
2000-02-22,85.2706
2000-02-23,86.2775
2000-02-24,84.5401
2000-02-25,84.2341
2000-02-28,86.0011
2000-02-29,86.8303
2000-03-01,87.4621
2000-03-02,87.5213
2000-03-03,89.16
2000-03-06,88.3308
2000-03-07,86.5835
2000-03-08,86.4749
2000-03-09,89.002
2000-03-10,88.5677
2000-03-13,87.5608
2000-03-14,86.317
2000-03-15,88.3308
2000-03-16,92.4571
2000-03-17,93.0681
2000-03-20,92.9691
2000-03-21,94.4933
2000-03-22,95.0673
2000-03-23,96.5914
2000-03-24,97.2643
2000-03-27,96.2351
2000-03-28,95.6809
2000-03-29,95.7799
2000-03-30,94.1766
2000-03-31,95.2454
2000-04-03,95.7996
2000-04-04,92.316
2000-04-05,94.4933
2000-04-06,95.3147
2000-04-07,95.9184
2000-04-10,95.5423
2000-04-11,95.2652
2000-04-12,92.6525
2000-04-13,91.3659
2000-04-14,87.6448
2000-04-17,89.1491
2000-04-18,91.5045
2000-04-19,90.6534
2000-04-20,91.0888
2000-04-24,90.0991
2000-04-25,93.8401
2000-04-26,92.7812
2000-04-27,92.4743
2000-04-28,91.9004
2000-05-01,93.1473
2000-05-02,91.2867
2000-05-03,89.7033
2000-05-04,89.822
2000-05-05,90.9106
2000-05-08,90.2278
2000-05-09,89.5053
2000-05-10,87.4864
2000-05-11,89.4855
2000-05-12,90.4554
2000-05-15,92.0191
2000-05-16,92.8306
2000-05-17,91.9399
2000-05-18,91.0888
2000-05-19,89.3866
2000-05-22,88.7136
2000-05-23,87.4073
2000-05-24,88.8324
2000-05-25,87.3083
2000-05-26,87.4073
2000-05-30,90.3961
2000-05-31,90.4554
2000-06-01,92.0389
2000-06-02,93.6422
2000-06-05,93.1869
2000-06-06,92.7713
2000-06-07,93.4145
2000-06-08,93.0483
2000-06-09,92.8504
2000-06-12,91.7618
2000-06-13,93.4838
2000-06-14,93.6422
2000-06-15,93.8401
2000-06-16,93.0691
2000-06-19,94.2595
2000-06-20,93.9221
2000-06-21,93.8627
2000-06-22,92.454
2000-06-23,91.6604
2000-06-26,92.8409
2000-06-27,92.1564
2000-06-28,92.4143
2000-06-29,91.5414
2000-06-30,92.2357
2000-07-03,93.5055
2000-07-05,91.8191
2000-07-06,92.5333
2000-07-07,94.0214
2000-07-10,93.8627
2000-07-11,94.061
2000-07-12,94.6761
2000-07-13,95.0927
2000-07-14,96.0252
2000-07-17,95.8665
2000-07-18,95.0828
2000-07-19,94.3983
2000-07-20,95.6284
2000-07-21,93.7634
2000-07-24,93.2278
2000-07-25,93.5253
2000-07-26,92.6127
2000-07-27,92.2953
2000-07-28,90.2121
2000-07-31,90.7279
2000-08-01,91.343
2000-08-02,91.7993
2000-08-03,92.4342
2000-08-04,92.9301
2000-08-07,94.0412
2000-08-08,94.3983
2000-08-09,93.6047
2000-08-10,93.1484
2000-08-11,93.5352
2000-08-14,94.7752
2000-08-15,94.6959
2000-08-16,94.3586
2000-08-17,95.3506
2000-08-18,95.0332
2000-08-21,95.5887
2000-08-22,95.43
2000-08-23,95.7673
2000-08-24,96.0649
2000-08-25,96.0252
2000-08-28,96.3525
2000-08-29,96.3724
2000-08-30,95.4498
2000-08-31,96.7196
2000-09-01,96.7394
2000-09-05,96.045
2000-09-06,95.0927
2000-09-07,95.7673
2000-09-08,95.1125
2000-09-11,94.9737
2000-09-12,94.2595
2000-09-13,94.5272
2000-09-14,94.2595
2000-09-15,92.9865
2000-09-18,92.0715
2000-09-19,92.9069
2000-09-20,92.2207
2000-09-21,92.4096
2000-09-22,92.4693
2000-09-25,91.7532
2000-09-26,90.6394
2000-09-27,91.1167
2000-09-28,93.0063
2000-09-29,91.4151
2000-10-02,91.5544
2000-10-03,90.6991
2000-10-04,91.4549
2000-10-05,91.7732
2000-10-06,89.7841
2000-10-09,89.1079
2000-10-10,87.636
2000-10-11,86.9
2000-10-12,84.732
2000-10-13,87.5564
2000-10-16,87.9542
2000-10-17,85.7663
2000-10-18,85.4481
2000-10-19,88.6504
2000-10-20,89.0482
2000-10-23,89.446
2000-10-24,88.8493
2000-10-25,86.7608
2000-10-26,86.9995
2000-10-27,88.6504
2000-10-30,89.446
2000-10-31,90.9875
2000-11-01,90.6792
2000-11-02,90.8284
2000-11-03,90.8781
2000-11-06,91.5145
2000-11-07,91.4947
2000-11-08,89.4659
2000-11-09,89.1277
2000-11-10,86.9597
2000-11-13,86.2835
2000-11-14,88.5509
2000-11-15,88.8294
2000-11-16,87.4371
2000-11-17,86.9697
2000-11-20,85.7265
2000-11-21,86.1641
2000-11-22,84.1055
2000-11-24,85.826
2000-11-27,86.5818
2000-11-28,85.0901
2000-11-29,84.9309
2000-11-30,84.195
2000-12-01,84.1553
2000-12-04,84.8713
2000-12-05,87.6559
2000-12-06,86.2536
2000-12-07,85.0701
2000-12-08,85.2691
2000-12-11,88.2327
2000-12-12,87.8548
2000-12-13,86.6514
2000-12-14,85.5475
2000-12-15,83.6153
2000-12-18,84.7326
2000-12-19,83.0068
2000-12-20,80.6027
2000-12-21,81.1613
2000-12-22,83.5954
2000-12-26,84.4932
2000-12-27,85.1116
2000-12-28,85.371
2000-12-29,83.755
2001-01-02,82.2387
2001-01-03,86.189
2001-01-04,85.2613
2001-01-05,82.4781
2001-01-08,83.1165
2001-01-09,82.8971
2001-01-10,84.3535
2001-01-11,84.4333
2001-01-12,84.2737
2001-01-16,84.8124
2001-01-17,85.2014
2001-01-18,86.0493
2001-01-19,85.5605
2001-01-22,86.1291
2001-01-23,86.8075
2001-01-24,87.0669
2001-01-25,86.8474
2001-01-26,86.7476
2001-01-29,87.2105
2001-01-30,87.9766
2001-01-31,87.4786
2001-02-01,88.0596
2001-02-02,86.0613
2001-02-05,86.6934
2001-02-06,86.438
2001-02-07,85.9911
2001-02-08,84.9887
2001-02-09,84.1715
2001-02-12,85.1356
2001-02-13,84.4397
2001-02-14,84.312
2001-02-15,85.1292
2001-02-16,83.2522
2001-02-20,81.9689
2001-02-21,80.2005
2001-02-22,80.3218
2001-02-23,79.7791
2001-02-26,81.4773
2001-02-27,80.724
2001-02-28,79.1343
2001-03-01,79.5493
2001-03-02,78.9172
2001-03-05,79.6386
2001-03-06,80.4941
2001-03-07,81.0687
2001-03-08,81.1581
2001-03-09,78.7576
2001-03-12,75.3866
2001-03-13,76.6252
2001-03-14,75.1121
2001-03-15,75.1313
2001-03-16,73.6243
2001-03-19,75.1223
2001-03-20,73.1058
2001-03-21,71.8639
2001-03-22,71.1341
2001-03-23,73.2851
2001-03-26,74.2197
2001-03-27,75.7369
2001-03-28,73.6436
2001-03-29,73.9252
2001-03-30,74.6998
2001-04-02,73.1058
2001-04-03,70.6668
2001-04-04,70.9613
2001-04-05,73.65
2001-04-06,72.5297
2001-04-09,73.3363
2001-04-10,74.6742
2001-04-11,74.7254
2001-04-12,76.0825
2001-04-16,75.2824
2001-04-17,76.345
2001-04-18,79.3793
2001-04-19,80.4356
2001-04-20,79.6994
2001-04-23,78.2527
2001-04-24,77.8302
2001-04-25,78.848
2001-04-26,79.2001
2001-04-27,80.5188
2001-04-30,79.9619
2001-05-01,81.3318
2001-05-02,81.1846
2001-05-03,80.1539
2001-05-04,81.5175
2001-05-07,80.8133
2001-05-08,80.7749
2001-05-09,80.4356
2001-05-10,80.6725
2001-05-11,80.1155
2001-05-14,80.2756
2001-05-15,80.6469
2001-05-16,82.5481
2001-05-17,82.6762
2001-05-18,83.0538
2001-05-21,84.2765
2001-05-22,84.1677
2001-05-23,82.7402
2001-05-24,82.9834
2001-05-25,82.004
2001-05-29,81.351
2001-05-30,80.2116
2001-05-31,80.6277
2001-06-01,81.127
2001-06-04,81.5175
2001-06-05,82.4521
2001-06-06,81.7671
2001-06-07,82.0616
2001-06-08,81.2998
2001-06-11,80.7237
2001-06-12,80.5828
2001-06-13,79.8915
2001-06-14,78.099
2001-06-15,78.2249
2001-06-18,77.8461
2001-06-19,78.1863
2001-06-20,78.5972
2001-06-21,79.4896
2001-06-22,78.8668
2001-06-25,78.1414
2001-06-26,78.0323
2001-06-27,77.9873
2001-06-28,78.4175
2001-06-29,78.7063
2001-07-02,79.6886
2001-07-03,79.6693
2001-07-05,78.1157
2001-07-06,76.4273
2001-07-09,76.8446
2001-07-10,75.9202
2001-07-11,75.9972
2001-07-12,77.8012
2001-07-13,78.4752
2001-07-16,77.493
2001-07-17,78.2184
2001-07-18,77.6856
2001-07-19,78.3661
2001-07-20,77.8975
2001-07-23,76.3631
2001-07-24,75.6249
2001-07-25,76.4594
2001-07-26,77.2619
2001-07-27,77.5572
2001-07-30,77.5829
2001-07-31,77.9039
2001-08-01,78.3918
2001-08-02,78.7128
2001-08-03,78.2826
2001-08-06,77.2298
2001-08-07,77.5315
2001-08-08,76.0935
2001-08-09,76.3182
2001-08-10,76.5814
2001-08-13,76.6007
2001-08-14,76.5686
2001-08-15,75.9073
2001-08-16,76.1705
2001-08-17,74.9508
2001-08-20,75.6441
2001-08-21,74.3537
2001-08-22,75.1241
2001-08-23,74.8545
2001-08-24,76.4081
2001-08-27,75.9523
2001-08-28,74.8416
2001-08-29,74.174
2001-08-30,72.7488
2001-08-31,73.2816
2001-09-04,72.813
2001-09-05,72.9928
2001-09-06,71.1118
2001-09-07,69.7957
2001-09-10,70.6495
2001-09-17,66.9582
2001-09-18,66.7977
2001-09-19,65.4495
2001-09-20,63.3695
2001-09-21,62.6858
2001-09-24,64.8896
2001-09-25,65.5662
2001-09-26,65.3343
2001-09-27,65.9013
2001-09-28,67.2996
2001-10-01,67.1901
2001-10-02,68.0342
2001-10-03,69.1748
2001-10-04,69.2328
2001-10-05,69.0975
2001-10-08,68.6464
2001-10-09,68.2791
2001-10-10,69.7998
2001-10-11,70.8824
2001-10-12,70.5602
2001-10-15,70.4313
2001-10-16,70.876
2001-10-17,69.3681
2001-10-18,69.2199
2001-10-19,69.1748
2001-10-22,70.5409
2001-10-23,70.18
2001-10-24,69.9932
2001-10-25,71.2497
2001-10-26,71.0886
2001-10-29,69.2392
2001-10-30,68.408
2001-10-31,68.176
2001-11-01,69.9223
2001-11-02,70.3991
2001-11-05,71.3206
2001-11-06,72.4289
2001-11-07,72.3323
2001-11-08,72.5578
2001-11-09,72.6351
2001-11-12,72.1905
2001-11-13,73.8144
2001-11-14,73.8853
2001-11-15,74.0206
2001-11-16,73.6919
2001-11-19,74.6005
2001-11-20,73.9755
2001-11-21,73.4857
2001-11-23,74.5425
2001-11-26,74.7036
2001-11-27,74.3814
2001-11-28,73.0347
2001-11-29,74.0206
2001-11-30,73.4922
2001-12-03,73.054
2001-12-04,74.2912
2001-12-05,75.6509
2001-12-06,75.6122
2001-12-07,75.1096
2001-12-10,73.7048
2001-12-11,73.5566
2001-12-12,73.6404
2001-12-13,72.2098
2001-12-14,72.8993
2001-12-17,73.6533
2001-12-18,74.0915
2001-12-19,74.6134
2001-12-20,73.8788
2001-12-21,74.3269
2001-12-24,74.1846
2001-12-26,74.592
2001-12-27,75.0446
2001-12-28,75.0058
2001-12-31,73.9066
2002-01-02,74.7019
2002-01-03,75.549
2002-01-04,76.0533
2002-01-07,75.5166
2002-01-08,75.3421
2002-01-09,74.7278
2002-01-10,75.0576
2002-01-11,74.3204
2002-01-14,73.8549
2002-01-15,74.4562
2002-01-16,72.9496
2002-01-17,73.4993
2002-01-18,73.163
2002-01-22,72.6587
2002-01-23,73.2147
2002-01-24,73.4411
2002-01-25,73.4217
2002-01-28,73.6221
2002-01-29,71.3073
2002-01-30,72.3354
2002-01-31,73.1824
2002-02-01,72.8397
2002-02-04,71.0292
2002-02-05,70.5895
2002-02-06,70.2856
2002-02-07,69.846
2002-02-08,71.1844
2002-02-11,72.0573
2002-02-12,71.831
2002-02-13,72.594
2002-02-14,72.4582
2002-02-15,71.7017
2002-02-19,70.3244
2002-02-20,71.5077
2002-02-21,70.027
2002-02-22,70.8934
2002-02-25,72.0638
2002-02-26,71.9151
2002-02-27,72.1931
2002-02-28,71.8698
2002-03-01,73.5445
2002-03-04,74.8442
2002-03-05,74.6049
2002-03-06,75.4908
2002-03-07,75.3291
2002-03-08,75.646
2002-03-11,75.8076
2002-03-12,75.7624
2002-03-13,75.0317
2002-03-14,74.9282
2002-03-15,75.6422
2002-03-18,75.6552
2002-03-19,76.161
2002-03-20,74.7279
2002-03-21,74.7603
2002-03-22,74.5982
2002-03-25,73.6709
2002-03-26,74.0989
2002-03-27,74.2934
2002-03-28,74.261
2002-04-01,74.2934
2002-04-02,73.8849
2002-04-03,73.3661
2002-04-04,73.0613
2002-04-05,73.0743
2002-04-08,73.2299
2002-04-09,72.7177
2002-04-10,73.5412
2002-04-11,71.7126
2002-04-12,72.2508
2002-04-15,71.6996
2002-04-16,73.405
2002-04-17,73.2494
2002-04-18,72.9317
2002-04-19,73.1975
2002-04-22,71.9784
2002-04-23,71.6672
2002-04-24,70.9474
2002-04-25,70.9863
2002-04-26,69.6375
2002-04-29,69.2938
2002-04-30,69.9423
2002-05-01,70.7982
2002-05-02,70.5259
2002-05-03,69.7607
2002-05-06,68.3925
2002-05-07,68.1525
2002-05-08,70.688
2002-05-09,69.8709
2002-05-10,68.5546
2002-05-13,69.9488
2002-05-14,71.4726
2002-05-15,71.1938
2002-05-16,71.5634
2002-05-17,71.9136
2002-05-20,71.1354
2002-05-21,70.487
2002-05-22,70.6426
