,Portfolio-Value-diff,Market-based-PnL,Summe Einzel-Tages-PnL,Abweichung (Portfolio vs Market),Abweichung (Portfolio vs Summe)
2020-09-21,500.4376342201722,500.43763422016036,500.4376342201603,1.1823431123048067e-11,1.1880274541908875e-11
2020-09-22,1036.4106020803447,1036.410602080359,1036.410602080359,-1.432454155292362e-11,-1.432454155292362e-11
2020-09-23,-2399.062735686268,-2399.0627356862865,-2399.062735686287,1.864464138634503e-11,1.9099388737231493e-11
2020-09-24,240.93070948301465,240.93070948304978,240.93070948304978,-3.512923285597935e-11,-3.512923285597935e-11
2020-09-25,2469.5689611137786,2469.5689611137773,2469.5689611137773,1.3642420526593924e-12,1.3642420526593924e-12
2020-09-28,1656.4479312038166,1656.4479312038154,1656.4479312038152,1.1368683772161603e-12,1.3642420526593924e-12
2020-09-29,-128.80405494541628,-128.80405494543945,-128.80405494543936,2.3163693185779266e-11,2.3078428057488054e-11
2020-09-30,431.44918028889515,431.4491802889332,431.44918028893323,-3.802824721788056e-11,-3.808509063674137e-11
2020-10-01,2076.3979239228356,2008.9593390287764,2008.9593390287764,67.4385848940592,67.4385848940592
2020-10-02,-2291.938068907286,-2291.938068907283,-2291.938068907283,-2.7284841053187847e-12,-2.7284841053187847e-12
2020-10-05,2489.9494723424286,2489.9494723424436,2489.949472342444,-1.5006662579253316e-11,-1.546140993013978e-11
2020-10-06,-713.0473890753201,-713.0473890753129,-713.047389075313,-7.16227077646181e-12,-7.048583938740194e-12
2020-10-07,1697.0256136018725,1697.0256136018634,1697.0256136018634,9.094947017729282e-12,9.094947017729282e-12
2020-10-08,743.762432216492,743.7624322164735,743.7624322164735,1.8530954548623413e-11,1.8530954548623413e-11
2020-10-09,2097.549537202838,2097.5495372028713,2097.5495372028713,-3.319655661471188e-11,-3.319655661471188e-11
2020-10-12,1423.611068835642,1423.6110688356084,1423.6110688356084,3.3651303965598345e-11,3.3651303965598345e-11
2020-10-13,868.3878391076287,868.387839107641,868.3878391076411,-1.2278178473934531e-11,-1.2391865311656147e-11
2020-10-14,-1428.6432132844056,-1428.6432132843838,-1428.6432132843836,-2.1827872842550278e-11,-2.205524651799351e-11
2020-10-15,-468.6969459203974,-468.6969459204068,-468.69694592040673,9.379164112033322e-12,9.322320693172514e-12
2020-10-16,-102.05610367463669,-102.056103674658,-102.05610367465799,2.1316282072803006e-11,2.1302071218087804e-11
2020-10-19,-1226.9558356963826,-1226.9558356963523,-1226.955835696352,-3.0240698833949864e-11,-3.0468072509393096e-11
2020-10-20,517.6793914020527,517.6793914020162,517.6793914020162,3.6493474908638746e-11,3.6493474908638746e-11
2020-10-21,-484.832741761129,-484.83274176110194,-484.832741761102,-2.7057467377744615e-11,-2.7000623958883807e-11
2020-10-22,-737.5354618756537,-737.5354618756658,-737.5354618756656,1.2050804798491299e-11,1.1937117960769683e-11
2020-10-23,984.4101061329711,984.4101061329743,984.4101061329743,-3.183231456205249e-12,-3.183231456205249e-12
2020-10-26,-1705.1117041424877,-1705.1117041425014,-1705.1117041425014,1.3642420526593924e-11,1.3642420526593924e-11
2020-10-27,1126.8892508477875,1126.8892508477916,1126.8892508477916,-4.092726157978177e-12,-4.092726157978177e-12
2020-10-28,-3689.327739074375,-3689.3277390743588,-3689.3277390743588,-1.6370904631912708e-11,-1.6370904631912708e-11
2020-10-29,1521.6951916137477,1521.6951916137343,1521.6951916137343,1.3415046851150692e-11,1.3415046851150692e-11
2020-10-30,-3600.9814722824376,-3600.981472282442,-3600.9814722824417,4.547473508864641e-12,4.092726157978177e-12
2020-11-02,318.7967697469285,-375.19966391853643,-375.19966391853643,693.9964336654649,693.9964336654649
2020-11-03,2374.0631022517773,2374.0631022517646,2374.0631022517646,1.2732925824820995e-11,1.2732925824820995e-11
2020-11-04,4349.24030289604,4349.240302896028,4349.240302896028,1.1823431123048067e-11,1.1823431123048067e-11
2020-11-05,4259.000610030693,4259.000610030688,4259.000610030689,4.547473508864641e-12,3.637978807091713e-12
2020-11-06,2618.319389374359,2618.319389374375,2618.3193893743755,-1.5916157281026244e-11,-1.6370904631912708e-11
2020-11-09,-5429.0516358101595,-5429.05163581017,-5429.05163581017,1.0913936421275139e-11,1.0913936421275139e-11
2020-11-10,-3823.7633725438936,-3823.7633725438905,-3823.7633725438895,-3.183231456205249e-12,-4.092726157978177e-12
2020-11-11,3957.3682702744845,3957.3682702744845,3957.3682702744854,0.0,-9.094947017729282e-13
2020-11-12,528.5106254536222,528.5106254536008,528.5106254536008,2.1373125491663814e-11,2.1373125491663814e-11
2020-11-13,1262.6408039508096,1262.6408039508344,1262.6408039508344,-2.4783730623312294e-11,-2.4783730623312294e-11
2020-11-16,290.45932975602045,290.4593297560336,290.4593297560335,-1.3130829756846651e-11,-1.3073986337985843e-11
